Date,Open,High,Low,Close,Adj Close,Volume
2019-10-11,300.109985,306.420013,298.899994,300.769989,300.769989,1074600
2019-10-14,299.399994,310.149994,298.600006,305.440002,305.440002,840700
2019-10-15,305.350006,306.959991,303.000000,303.820007,303.820007,731900
2019-10-16,302.260010,303.390015,298.279999,299.399994,299.399994,827000
2019-10-17,301.209991,302.709991,299.940002,301.570007,301.570007,445700
2019-10-18,303.510010,303.510010,298.700012,300.190002,300.190002,530000
2019-10-21,301.970001,301.970001,294.859985,297.989990,297.989990,496800
2019-10-22,305.000000,306.929993,301.200012,301.309998,301.309998,723200
2019-10-23,301.859985,307.070007,299.470001,305.019989,305.019989,589300
2019-10-24,303.750000,306.089996,299.220001,305.769989,305.769989,565800
2019-10-25,305.279999,308.010010,301.790009,306.209991,306.209991,412800
2019-10-28,305.619995,310.529999,303.220001,308.559998,308.559998,384800
2019-10-29,310.000000,313.390015,308.589996,310.459991,310.459991,387400
2019-10-30,310.100006,311.790009,306.119995,311.000000,311.000000,604400
2019-10-31,310.619995,311.380005,303.489990,306.279999,306.279999,741100
2019-11-01,309.000000,313.160004,307.440002,310.480011,310.480011,829800
2019-11-04,313.049988,315.940002,310.739990,311.040009,311.040009,632800
2019-11-05,323.359985,344.100006,322.109985,332.600006,332.600006,2345400
2019-11-06,331.369995,333.279999,324.269989,324.489990,324.489990,1017500
2019-11-07,329.179993,333.720001,325.619995,326.390015,326.390015,952300
2019-11-08,327.519989,342.470001,327.029999,341.790009,341.790009,1106100
2019-11-11,340.339996,344.989990,338.709991,344.279999,344.279999,611900
2019-11-12,344.000000,349.940002,341.359985,348.410004,348.410004,905400
2019-11-13,346.329987,349.630005,341.820007,348.299988,348.299988,1009400
2019-11-14,349.799988,350.000000,337.029999,338.390015,338.390015,1029600
2019-11-15,340.950012,349.859985,338.709991,344.869995,344.869995,912200
2019-11-18,342.589996,344.209991,337.529999,340.190002,340.190002,622500
2019-11-19,344.179993,348.190002,340.209991,344.459991,344.459991,630800
2019-11-20,341.980011,347.420013,341.980011,344.239990,344.239990,1058100
2019-11-21,343.600006,353.000000,341.609985,350.779999,350.779999,858300
2019-11-22,350.929993,365.739990,350.929993,360.660004,360.660004,1286400
2019-11-25,362.440002,367.019989,358.480011,366.820007,366.820007,845000
2019-11-26,366.869995,367.399994,361.760010,363.829987,363.829987,735100
2019-11-27,365.070007,372.589996,364.619995,371.579987,371.579987,734400
2019-11-29,372.059998,372.470001,366.769989,369.000000,369.000000,463600
2019-12-02,368.179993,369.000000,363.070007,366.079987,366.079987,652200
