Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,161.869995,162.570007,161.149994,162.089996,149.450455,1933200
2016-09-01,159.000000,159.000000,155.539993,156.210007,144.028976,6038500
2016-09-02,156.809998,159.279999,156.800003,157.979996,145.660934,2679000
2016-09-06,158.130005,158.149994,156.020004,158.059998,145.734695,2716900
2016-09-07,157.639999,157.869995,155.399994,155.639999,143.503387,2984100
2016-09-08,155.190002,155.490005,152.940002,153.470001,141.502686,2993100
2016-09-09,152.589996,152.789993,150.699997,150.699997,138.948624,2993900
2016-09-12,150.500000,151.990005,150.259995,151.690002,139.861374,2982400
2016-09-13,151.179993,151.580002,150.070007,150.740005,138.985535,2148600
2016-09-14,150.710007,152.250000,150.199997,150.690002,138.939423,2188900
2016-09-15,150.720001,152.970001,150.110001,152.669998,140.764984,2284300
2016-09-16,151.960007,152.660004,151.139999,152.350006,140.469986,2842000
2016-09-19,152.130005,153.029999,151.600006,151.789993,139.953598,1321300
2016-09-20,152.429993,152.710007,151.669998,152.169998,140.304001,1396700
2016-09-21,152.589996,152.899994,151.250000,152.699997,140.792679,1535100
2016-09-22,153.029999,154.279999,152.679993,153.149994,141.207565,2502200
2016-09-23,153.149994,153.770004,152.169998,152.529999,140.635925,2282100
2016-09-26,152.080002,152.279999,151.009995,151.190002,139.400406,1862200
2016-09-27,151.419998,151.770004,150.000000,150.449997,138.718109,2569000
2016-09-28,150.600006,150.669998,148.940002,149.410004,137.759232,2626300
2016-09-29,149.190002,149.690002,147.199997,147.490005,135.988953,4501300
2016-09-30,151.789993,154.850006,151.600006,152.509995,140.617477,7318100
2016-10-03,152.220001,152.250000,150.320007,151.009995,139.234451,3197100
2016-10-04,151.470001,151.619995,149.490005,150.479996,138.745758,2840500
2016-10-05,150.630005,150.919998,149.830002,149.979996,138.284744,2377700
2016-10-06,150.229996,150.639999,149.000000,149.470001,137.814529,2465500
2016-10-07,149.770004,150.190002,148.789993,149.990005,138.293991,2282100
2016-10-10,150.350006,150.850006,149.750000,150.279999,138.561386,1587700
2016-10-11,149.669998,151.139999,149.509995,151.009995,139.234451,2596800
2016-10-12,150.970001,151.490005,150.389999,150.460007,138.727371,1664500
2016-10-13,149.929993,151.339996,149.720001,150.220001,138.506042,1795300
2016-10-14,150.179993,151.000000,149.279999,150.149994,138.441528,1745000
2016-10-17,150.080002,150.199997,148.630005,148.699997,137.104599,1988400
2016-10-18,149.509995,149.619995,148.410004,149.110001,137.482620,1847800
2016-10-19,150.699997,151.320007,149.309998,149.449997,137.796127,1812000
2016-10-20,149.850006,150.779999,149.600006,150.039993,138.340103,2251200
2016-10-21,149.509995,150.289993,148.500000,148.970001,137.353531,2188000
2016-10-24,149.350006,152.320007,149.289993,152.119995,140.257904,2432800
2016-10-25,149.899994,151.970001,149.899994,150.990005,139.216034,2060600
2016-10-26,150.350006,151.410004,150.279999,150.979996,139.206787,2246100
2016-10-27,150.830002,151.460007,149.820007,150.860001,139.096130,1993500
2016-10-28,150.440002,150.860001,149.380005,149.759995,138.081955,1843900
2016-10-31,148.889999,149.350006,147.100006,147.869995,136.339294,3239400
2016-11-01,148.479996,148.630005,146.380005,146.660004,135.223709,2112000
2016-11-02,146.429993,147.339996,146.119995,146.270004,135.279129,2260500
2016-11-03,146.699997,146.699997,144.139999,144.449997,133.595917,2168200
2016-11-04,143.000000,145.000000,142.110001,142.240005,131.551971,2702100
2016-11-07,143.380005,143.660004,142.750000,143.539993,132.754303,3010100
2016-11-08,143.889999,146.630005,143.800003,146.089996,135.112686,3505200
2016-11-09,143.539993,147.389999,143.539993,146.789993,135.760086,3170200
2016-11-10,147.059998,150.000000,146.610001,146.699997,135.676849,3944200
2016-11-11,146.610001,149.619995,145.380005,149.360001,138.136948,3218000
2016-11-14,150.919998,152.139999,149.500000,152.000000,140.578644,3890800
2016-11-15,151.979996,152.000000,150.289993,151.149994,139.792435,2799900
2016-11-16,152.190002,152.550003,151.800003,152.139999,140.708069,2152300
2016-11-17,151.229996,151.399994,149.550003,151.199997,139.838699,2098700
2016-11-18,150.839996,151.199997,149.520004,150.360001,139.061829,2020500
2016-11-21,150.550003,151.289993,150.119995,151.169998,139.810959,1181200
2016-11-22,151.929993,153.050003,151.210007,152.669998,141.198242,1954200
